10
Complete question [1], time: 2.745728015899658
Complete question [1728], time: 0.0001742839813232422
Complete question [1729], time: 1.36661696434021
Complete question [1730], time: 9.608268737792969e-05
Complete question [1731], time: 1.3659861087799072
Complete question [1732], time: 1.3724937438964844
Complete question [1733], time: 1.366316556930542
Complete question [1734], time: 1.3738572597503662
Complete question [1735], time: 1.3714654445648193
Complete question [1736], time: 3.4809112548828125e-05
Complete question [1737], time: 4.7206878662109375e-05
Complete question [1738], time: 1.3716511726379395
Complete question [1739], time: 6.508827209472656e-05
Complete question [1740], time: 2.6941299438476562e-05
Complete question [1741], time: 2.002716064453125e-05
Complete question [1742], time: 5.1021575927734375e-05
Complete question [1743], time: 0.00011515617370605469
Complete question [1744], time: 5.245208740234375e-06
Complete question [1745], time: 1.3616015911102295
Complete question [1746], time: 2.384185791015625e-05
Complete question [1747], time: 2.6702880859375e-05
Complete question [1748], time: 6.0558319091796875e-05
Complete question [1749], time: 5.7697296142578125e-05
Complete question [1750], time: 0.0001327991485595703
Complete question [1751], time: 2.1457672119140625e-05
Complete question [1752], time: 3.218650817871094e-05
Complete question [1753], time: 1.385371446609497
Complete question [1754], time: 1.3715157508850098
Complete question [1755], time: 1.373629093170166
Complete question [1756], time: 2.7467122077941895
Complete question [1757], time: 2.47955322265625e-05
Complete question [1758], time: 5.245208740234375e-06
Complete question [1759], time: 1.372532844543457
Complete question [1760], time: 3.933906555175781e-05
Complete question [1761], time: 2.0265579223632812e-05
Complete question [1762], time: 1.9788742065429688e-05
Complete question [1763], time: 6.0558319091796875e-05
Complete question [1764], time: 4.3392181396484375e-05
Complete question [1765], time: 2.741176128387451
Complete question [1766], time: 1.3671376705169678
Complete question [1767], time: 2.4080276489257812e-05
Complete question [1768], time: 1.36712646484375
Complete question [1769], time: 1.3680331707000732
Complete question [1770], time: 1.3674049377441406
Complete question [1771], time: 0.00018095970153808594
Complete question [1772], time: 1.3722655773162842
Complete question [1773], time: 1.3672618865966797
Complete question [1774], time: 0.00011181831359863281
Complete question [1775], time: 8.296966552734375e-05
Complete question [1776], time: 4.5299530029296875e-05
Complete question [1777], time: 1.621246337890625e-05
Complete question [1778], time: 8.130073547363281e-05
Complete question [1779], time: 0.00011539459228515625
Complete question [1780], time: 4.2438507080078125e-05
Complete question [1781], time: 1.35715651512146
Complete question [1782], time: 5.8650970458984375e-05
Complete question [1783], time: 8.463859558105469e-05
Complete question [1784], time: 1.3669393062591553
Complete question [1785], time: 2.86102294921875e-05
Complete question [1786], time: 1.3659663200378418
Complete question [1787], time: 4.3392181396484375e-05
Complete question [1788], time: 2.1219253540039062e-05
Complete question [1789], time: 0.00013756752014160156
Complete question [1790], time: 2.0742416381835938e-05
Complete question [1791], time: 2.5510787963867188e-05
Complete question [1792], time: 1.2636184692382812e-05
Complete question [1793], time: 5.245208740234375e-06
Complete question [1794], time: 1.3647878170013428
Complete question [1795], time: 0.00014281272888183594
Complete question [1796], time: 1.3727588653564453
Complete question [1797], time: 1.3745229244232178
Complete question [1798], time: 2.8133392333984375e-05
Complete question [1799], time: 6.699562072753906e-05
Complete question [1800], time: 1.3667271137237549
Complete question [1801], time: 1.3632915019989014
Complete question [1802], time: 1.387423038482666
Complete question [1803], time: 1.3662617206573486
Complete question [1804], time: 0.00010728836059570312
Complete question [1805], time: 4.124641418457031e-05
Complete question [1806], time: 2.3603439331054688e-05
Complete question [1807], time: 3.123283386230469e-05
Complete question [1808], time: 1.5735626220703125e-05
Complete question [1809], time: 1.3650615215301514
Complete question [1810], time: 3.647804260253906e-05
Complete question [1811], time: 9.870529174804688e-05
Complete question [1812], time: 1.3642592430114746
Complete question [1813], time: 3.790855407714844e-05
Complete question [1814], time: 1.372586727142334
Complete question [1815], time: 4.315376281738281e-05
Complete question [1816], time: 0.00013136863708496094
Complete question [1817], time: 1.5735626220703125e-05
Complete question [1818], time: 2.8848648071289062e-05
Complete question [1819], time: 0.0001323223114013672
Complete question [1820], time: 1.37251877784729
Complete question [1821], time: 2.956390380859375e-05
Complete question [1822], time: 1.3660798072814941
Complete question [1823], time: 2.7393198013305664
Complete question [1824], time: 7.939338684082031e-05
Complete question [1825], time: 5.245208740234375e-05
Complete question [1826], time: 1.3725571632385254
Complete question [1827], time: 1.3710851669311523
Complete question [1828], time: 1.376260757446289
Complete question [1829], time: 1.3665053844451904
Complete question [1830], time: 8.797645568847656e-05
Complete question [1831], time: 6.437301635742188e-05
Complete question [1832], time: 1.3690407276153564
Complete question [1833], time: 0.0001201629638671875
Complete question [1834], time: 1.3681275844573975
Complete question [1835], time: 1.3738770484924316
Complete question [1836], time: 2.6702880859375e-05
Complete question [1837], time: 7.2479248046875e-05
Complete question [1838], time: 6.890296936035156e-05
Complete question [1839], time: 8.106231689453125e-06
Complete question [1840], time: 5.7220458984375e-06
Complete question [1841], time: 1.4543533325195312e-05
Complete question [1842], time: 2.7337660789489746
Complete question [1843], time: 0.00010514259338378906
Complete question [1844], time: 1.3684320449829102
Complete question [1845], time: 1.5020370483398438e-05
Complete question [1846], time: 4.553794860839844e-05
Complete question [1847], time: 1.366086721420288
Complete question [1848], time: 2.1219253540039062e-05
Complete question [1849], time: 1.3716673851013184
Complete question [1850], time: 5.459785461425781e-05
Complete question [1851], time: 2.3365020751953125e-05
Complete question [1852], time: 1.3606252670288086
Complete question [1853], time: 8.654594421386719e-05
Complete question [1854], time: 3.0994415283203125e-05
Complete question [1855], time: 3.600120544433594e-05
Complete question [1856], time: 1.3641152381896973
Complete question [1857], time: 1.3815782070159912
Complete question [1858], time: 4.1484832763671875e-05
Complete question [1859], time: 6.031990051269531e-05
Complete question [1860], time: 4.00543212890625e-05
Complete question [1861], time: 5.340576171875e-05
Complete question [1862], time: 1.3667395114898682
Complete question [1863], time: 2.741029977798462
Complete question [1864], time: 1.3648638725280762
Complete question [1865], time: 0.00019788742065429688
Complete question [1866], time: 2.734070301055908
Complete question [1867], time: 1.3698017597198486
Complete question [1868], time: 2.6941299438476562e-05
Complete question [1869], time: 1.0728836059570312e-05
Complete question [1870], time: 3.409385681152344e-05
Complete question [1871], time: 1.3113021850585938e-05
Complete question [1872], time: 5.245208740234375e-05
Complete question [1873], time: 1.3735783100128174
Complete question [1874], time: 2.2411346435546875e-05
Complete question [1875], time: 0.00012135505676269531
Complete question [1876], time: 1.367872953414917
Complete question [1877], time: 0.00016546249389648438
Complete question [1878], time: 2.2411346435546875e-05
Complete question [1879], time: 2.2649765014648438e-05
Complete question [1880], time: 6.4373016357421875e-06
Complete question [1881], time: 1.71661376953125e-05
Complete question [1882], time: 1.3684659004211426
Complete question [1883], time: 2.735447883605957
Complete question [1884], time: 2.9802322387695312e-05
Complete question [1885], time: 2.7344634532928467
Complete question [1886], time: 8.177757263183594e-05
Complete question [1887], time: 8.7738037109375e-05
Complete question [1888], time: 8.082389831542969e-05
Complete question [1889], time: 4.096907377243042
Complete question [1890], time: 8.726119995117188e-05
Complete question [1891], time: 2.574920654296875e-05
Complete question [1892], time: 0.0001556873321533203
Complete question [1893], time: 1.371812343597412
Complete question [1894], time: 2.2411346435546875e-05
Complete question [1895], time: 4.76837158203125e-06
Complete question [1896], time: 1.4066696166992188e-05
Complete question [1897], time: 9.5367431640625e-06
Complete question [1898], time: 3.147125244140625e-05
Complete question [1899], time: 1.239776611328125e-05
Complete question [1900], time: 9.012222290039062e-05
Complete question [1901], time: 0.00012683868408203125
Complete question [1902], time: 4.0933520793914795
Complete question [1903], time: 0.00012302398681640625
Complete question [1904], time: 4.458427429199219e-05
Complete question [1905], time: 1.7642974853515625e-05
Complete question [1906], time: 3.9577484130859375e-05
Complete question [1907], time: 4.172325134277344e-05
Complete question [1908], time: 1.3617782592773438
Complete question [1909], time: 3.6716461181640625e-05
Complete question [1910], time: 0.00010657310485839844
Complete question [1911], time: 2.6464462280273438e-05
Complete question [1912], time: 1.3745956420898438
Complete question [1913], time: 4.7206878662109375e-05
Complete question [1914], time: 2.6702880859375e-05
Complete question [1915], time: 2.734292984008789
Complete question [1916], time: 3.4809112548828125e-05
Complete question [1917], time: 1.362351894378662
Complete question [1918], time: 1.3613181114196777
Complete question [1919], time: 1.365140438079834
Complete question [1920], time: 0.00011038780212402344
Complete question [1921], time: 0.0001933574676513672
Complete question [1922], time: 1.3615553379058838
Complete question [1923], time: 3.814697265625e-05
Complete question [1924], time: 6.4373016357421875e-06
Complete question [1925], time: 1.3680908679962158
Complete question [1926], time: 2.2411346435546875e-05
Complete question [1927], time: 6.818771362304688e-05
Complete question [1928], time: 2.6226043701171875e-05
Complete question [1929], time: 0.00016045570373535156
Complete question [1930], time: 1.6597821712493896
Complete question [1931], time: 7.915496826171875e-05
Complete question [1932], time: 1.3570587635040283
Complete question [1933], time: 8.654594421386719e-05
Complete question [1934], time: 1.3700220584869385
Complete question [1935], time: 8.463859558105469e-05
Complete question [1936], time: 5.7220458984375e-06
Complete question [1937], time: 5.1021575927734375e-05
Complete question [1938], time: 2.779215097427368
Complete question [1939], time: 1.3730010986328125
Complete question [1940], time: 1.52587890625e-05
Complete question [1941], time: 1.3625397682189941
Complete question [1942], time: 2.2411346435546875e-05
Complete question [1943], time: 0.00010704994201660156
Complete question [1944], time: 7.43865966796875e-05
Complete question [1945], time: 4.220008850097656e-05
Complete question [1946], time: 1.3749542236328125
Complete question [1947], time: 1.811981201171875e-05
Complete question [1948], time: 0.00011610984802246094
Complete question [1949], time: 5.14984130859375e-05
Complete question [1950], time: 1.3646836280822754
Complete question [1951], time: 0.00023889541625976562
Complete question [1952], time: 3.075599670410156e-05
Complete question [1953], time: 7.128715515136719e-05
Complete question [1954], time: 6.198883056640625e-06
Complete question [1955], time: 1.3639307022094727
Complete question [1956], time: 3.910064697265625e-05
Complete question [1957], time: 8.344650268554688e-06
Complete question [1958], time: 1.3672733306884766
Complete question [1959], time: 1.3642041683197021
Complete question [1960], time: 3.123283386230469e-05
Complete question [1961], time: 1.9788742065429688e-05
Complete question [1962], time: 1.3113021850585938e-05
Complete question [1963], time: 6.651878356933594e-05
Complete question [1964], time: 7.534027099609375e-05
Complete question [1965], time: 2.7389180660247803
Complete question [1966], time: 1.3776991367340088
Complete question [1967], time: 1.4003260135650635
Complete question [1968], time: 7.224082946777344e-05
Complete question [1969], time: 1.3648700714111328
Complete question [1970], time: 3.3855438232421875e-05
Complete question [1971], time: 1.0013580322265625e-05
Complete question [1972], time: 8.20159912109375e-05
Complete question [1973], time: 5.054473876953125e-05
Complete question [1974], time: 8.487701416015625e-05
Complete question [1975], time: 1.33514404296875e-05
Complete question [1976], time: 2.86102294921875e-06
Complete question [1977], time: 5.7697296142578125e-05
Complete question [1978], time: 6.9141387939453125e-06
Complete question [1979], time: 1.3718137741088867
Complete question [1980], time: 2.7440483570098877
Complete question [1981], time: 0.00026988983154296875
Complete question [1982], time: 1.6927719116210938e-05
Complete question [1983], time: 1.3682377338409424
Complete question [1984], time: 1.3657708168029785
Complete question [1985], time: 2.2172927856445312e-05
Complete question [1986], time: 3.2901763916015625e-05
Complete question [1987], time: 9.298324584960938e-05
Complete question [1988], time: 5.125999450683594e-05
Complete question [1989], time: 2.1219253540039062e-05
Complete question [1990], time: 5.4836273193359375e-06
Complete question [1991], time: 1.3631129264831543
Complete question [1992], time: 1.5735626220703125e-05
Complete question [1993], time: 2.4318695068359375e-05
Complete question [1994], time: 4.696846008300781e-05
Complete question [1995], time: 5.173683166503906e-05
Complete question [1996], time: 9.5367431640625e-06
Complete question [1997], time: 1.3867194652557373
Complete question [1998], time: 5.2928924560546875e-05
Complete question [1999], time: 5.745887756347656e-05
Complete question [2000], time: 1.372175931930542
Complete question [2001], time: 1.370150089263916
Complete question [2002], time: 0.0001068115234375
Complete question [2003], time: 4.315376281738281e-05
Complete question [2004], time: 1.3976967334747314
Complete question [2005], time: 1.355165719985962
Complete question [2006], time: 4.506111145019531e-05
Complete question [2007], time: 6.67572021484375e-05
Complete question [2008], time: 9.918212890625e-05
Complete question [2009], time: 1.3675427436828613
Complete question [2010], time: 1.4062981605529785
Complete question [2011], time: 0.00017833709716796875
Complete question [2012], time: 1.3729808330535889
Complete question [2013], time: 8.034706115722656e-05
Complete question [2014], time: 1.049041748046875e-05
Complete question [2015], time: 1.9311904907226562e-05
Complete question [2016], time: 5.1021575927734375e-05
Complete question [2017], time: 6.413459777832031e-05
Complete question [2018], time: 1.239776611328125e-05
Complete question [2019], time: 1.0013580322265625e-05
Complete question [2020], time: 3.314018249511719e-05
Complete question [2021], time: 9.107589721679688e-05
Complete question [2022], time: 1.1444091796875e-05
Complete question [2023], time: 7.62939453125e-06
Complete question [2024], time: 2.745224952697754
Complete question [2025], time: 3.719329833984375e-05
Complete question [2026], time: 1.3653101921081543
Complete question [2027], time: 8.630752563476562e-05
Complete question [2028], time: 1.368006706237793
Complete question [2029], time: 0.00011682510375976562
Complete question [2030], time: 5.125999450683594e-05
Complete question [2031], time: 6.866455078125e-05
Complete question [2032], time: 1.8596649169921875e-05
Complete question [2033], time: 1.9311904907226562e-05
Complete question [2034], time: 4.601478576660156e-05
Complete question [2035], time: 5.4836273193359375e-06
Complete question [2036], time: 9.775161743164062e-06
Complete question [2037], time: 1.3828277587890625e-05
Complete question [2038], time: 7.867813110351562e-05
Complete question [2039], time: 3.266334533691406e-05
Complete question [2040], time: 4.935264587402344e-05
Complete question [2041], time: 0.00013446807861328125
Complete question [2042], time: 4.649162292480469e-05
Complete question [2043], time: 5.0067901611328125e-06
Complete question [2044], time: 1.3762695789337158
Complete question [2045], time: 3.0994415283203125e-05
Complete question [2046], time: 2.783228635787964
Complete question [2047], time: 2.86102294921875e-05
Complete question [2048], time: 2.7329912185668945
Complete question [2049], time: 1.365983009338379
Complete question [2050], time: 8.96453857421875e-05
Complete question [2051], time: 5.817413330078125e-05
Complete question [2052], time: 2.8371810913085938e-05
Complete question [2053], time: 5.0067901611328125e-06
Complete question [2054], time: 2.730470895767212
Complete question [2055], time: 7.319450378417969e-05
Complete question [2056], time: 0.00011849403381347656
Complete question [2057], time: 4.0531158447265625e-06
Complete question [2058], time: 8.153915405273438e-05
Complete question [2059], time: 2.3365020751953125e-05
Complete question [2060], time: 7.128715515136719e-05
Complete question [2061], time: 5.745887756347656e-05
Complete question [2062], time: 1.3706815242767334
Complete question [2063], time: 0.0001552104949951172
Complete question [2064], time: 1.3113021850585938e-05
Complete question [2065], time: 2.737795829772949
Complete question [2066], time: 8.654594421386719e-05
Complete question [2067], time: 1.3687677383422852
Complete question [2068], time: 3.552436828613281e-05
Complete question [2069], time: 1.0728836059570312e-05
Complete question [2070], time: 0.00014472007751464844
Complete question [2071], time: 0.00016450881958007812
Complete question [2072], time: 4.111154556274414
Complete question [2073], time: 7.462501525878906e-05
Complete question [2074], time: 1.3721036911010742
Complete question [2075], time: 0.00014829635620117188
Complete question [2076], time: 2.1696090698242188e-05
Complete question [2077], time: 1.52587890625e-05
Complete question [2078], time: 1.3731510639190674
Complete question [2079], time: 2.736476421356201
Complete question [2080], time: 1.364492416381836
Complete question [2081], time: 6.079673767089844e-05
Complete question [2082], time: 1.3687644004821777
Complete question [2083], time: 1.3853185176849365
Complete question [2084], time: 2.2172927856445312e-05
Complete question [2085], time: 6.937980651855469e-05
Complete question [2086], time: 2.765655517578125e-05
Complete question [2087], time: 6.9141387939453125e-06
Complete question [2088], time: 1.3696649074554443
Complete question [2089], time: 2.574920654296875e-05
Complete question [2090], time: 0.000110626220703125
Complete question [2091], time: 6.079673767089844e-05
Complete question [2092], time: 9.059906005859375e-06
Complete question [2093], time: 2.7765908241271973
Complete question [2094], time: 9.632110595703125e-05
Complete question [2095], time: 2.1219253540039062e-05
Complete question [2096], time: 2.47955322265625e-05
Complete question [2097], time: 2.7453136444091797
Complete question [2098], time: 4.291534423828125e-05
Complete question [2099], time: 4.649162292480469e-05
Complete question [2100], time: 2.9087066650390625e-05
Complete question [2101], time: 0.00010728836059570312
Complete question [2102], time: 2.3365020751953125e-05
Complete question [2103], time: 3.1948089599609375e-05
Complete question [2104], time: 5.745887756347656e-05
Complete question [2105], time: 4.3392181396484375e-05
Complete question [2106], time: 8.678436279296875e-05
Complete question [2107], time: 7.009506225585938e-05
Complete question [2108], time: 3.814697265625e-05
Complete question [2109], time: 3.337860107421875e-05
Complete question [2110], time: 3.1948089599609375e-05
Complete question [2111], time: 3.743171691894531e-05
Complete question [2112], time: 1.374474048614502
Complete question [2113], time: 1.3651626110076904
Complete question [2114], time: 4.8160552978515625e-05
Complete question [2115], time: 1.373180627822876
Complete question [2116], time: 0.000133514404296875
Complete question [2117], time: 8.821487426757812e-06
Complete question [2118], time: 5.745887756347656e-05
Complete question [2119], time: 3.695487976074219e-05
Complete question [2120], time: 3.361701965332031e-05
Complete question [2121], time: 2.9325485229492188e-05
Complete question [2122], time: 3.5762786865234375e-05
Complete question [2123], time: 3.266334533691406e-05
Complete question [2124], time: 2.7317609786987305
Complete question [2125], time: 2.3365020751953125e-05
Complete question [2126], time: 0.00010991096496582031
Complete question [2127], time: 4.100799560546875e-05
Complete question [2128], time: 2.5987625122070312e-05
Complete question [2129], time: 1.3655450344085693
Complete question [2130], time: 0.00015115737915039062
Complete question [2131], time: 2.7350714206695557
Complete question [2132], time: 4.601478576660156e-05
Complete question [2133], time: 1.4066696166992188e-05
Complete question [2134], time: 1.4543533325195312e-05
Complete question [2135], time: 9.059906005859375e-06
Complete question [2136], time: 7.152557373046875e-06
Complete question [2137], time: 1.3639540672302246
Complete question [2138], time: 1.3561360836029053
Complete question [2139], time: 3.933906555175781e-05
Complete question [2140], time: 1.6450881958007812e-05
Complete question [2141], time: 1.0013580322265625e-05
Complete question [2142], time: 2.739380121231079
Complete question [2143], time: 4.0531158447265625e-05
Complete question [2144], time: 1.368675947189331
Complete question [2145], time: 2.7306694984436035
Complete question [2146], time: 3.314018249511719e-05
Complete question [2147], time: 4.363059997558594e-05
Complete question [2148], time: 9.107589721679688e-05
Complete question [2149], time: 1.3623120784759521
Complete question [2150], time: 2.9802322387695312e-05
Complete question [2151], time: 5.7220458984375e-06
Complete question [2152], time: 1.3652546405792236
Complete question [2153], time: 4.158798456192017
Complete question [2154], time: 2.7325751781463623
Complete question [2155], time: 1.6689300537109375e-05
Complete question [2156], time: 1.3651208877563477
Complete question [2157], time: 9.989738464355469e-05
Complete question [2158], time: 0.00011849403381347656
Complete question [2159], time: 1.3747692108154297
Complete question [2160], time: 1.37127685546875
Complete question [2161], time: 4.124641418457031e-05
Complete question [2162], time: 0.00018024444580078125
Complete question [2163], time: 1.049041748046875e-05
Complete question [2164], time: 2.0742416381835938e-05
Complete question [2165], time: 3.075599670410156e-05
Complete question [2166], time: 2.737593412399292
Complete question [2167], time: 2.384185791015625e-05
Complete question [2168], time: 0.00010418891906738281
Complete question [2169], time: 4.220008850097656e-05
Complete question [2170], time: 7.510185241699219e-05
Complete question [2171], time: 9.322166442871094e-05
Complete question [2172], time: 6.532669067382812e-05
Complete question [2173], time: 2.574920654296875e-05
Complete question [2174], time: 2.765655517578125e-05
Complete question [2175], time: 1.3663346767425537
Complete question [2176], time: 4.76837158203125e-05
Complete question [2177], time: 2.8848648071289062e-05
Complete question [2178], time: 4.100799560546875e-05
Complete question [2179], time: 5.245208740234375e-05
Complete question [2180], time: 1.3660664558410645
Complete question [2181], time: 4.076957702636719e-05
Complete question [2182], time: 4.9591064453125e-05
Complete question [2183], time: 0.00014495849609375
Complete question [2184], time: 2.7442526817321777
Complete question [2185], time: 4.649162292480469e-05
Complete question [2186], time: 9.775161743164062e-06
Complete question [2187], time: 2.002716064453125e-05
Complete question [2188], time: 4.0531158447265625e-06
Complete question [2189], time: 1.3907105922698975
Complete question [2190], time: 0.0001270771026611328
Complete question [2191], time: 0.00011944770812988281
Complete question [2192], time: 3.457069396972656e-05
Complete question [2193], time: 7.3909759521484375e-06
Complete question [2194], time: 4.291534423828125e-06
Complete question [2195], time: 1.0013580322265625e-05
Complete question [2196], time: 5.459785461425781e-05
Complete question [2197], time: 1.3746824264526367
Complete question [2198], time: 3.457069396972656e-05
Complete question [2199], time: 5.054473876953125e-05
Complete question [2200], time: 1.3765883445739746
Complete question [2201], time: 0.0001475811004638672
Complete question [2202], time: 5.888938903808594e-05
Complete question [2203], time: 1.3589859008789062e-05
Complete question [2204], time: 1.1682510375976562e-05
Complete question [2205], time: 2.0742416381835938e-05
Complete question [2206], time: 6.747245788574219e-05
Complete question [2207], time: 1.9788742065429688e-05
Complete question [2208], time: 4.673004150390625e-05
Complete question [2209], time: 1.239776611328125e-05
Complete question [2210], time: 3.123283386230469e-05
Complete question [2211], time: 0.00018644332885742188
Complete question [2212], time: 3.814697265625e-05
Complete question [2213], time: 1.4543533325195312e-05
Complete question [2214], time: 3.5762786865234375e-06
Complete question [2215], time: 1.3645122051239014
Complete question [2216], time: 2.7365028858184814
Complete question [2217], time: 1.3597064018249512
Complete question [2218], time: 2.7296383380889893
Complete question [2219], time: 8.797645568847656e-05
Complete question [2220], time: 0.0001399517059326172
Complete question [2221], time: 0.00017213821411132812
Complete question [2222], time: 4.5299530029296875e-06
Complete question [2223], time: 7.677078247070312e-05
Complete question [2224], time: 4.506111145019531e-05
Complete question [2225], time: 9.417533874511719e-05
Complete question [2226], time: 3.886222839355469e-05
Complete question [2227], time: 0.00012230873107910156
Complete question [2228], time: 2.288818359375e-05
Complete question [2229], time: 1.3694744110107422
Complete question [2230], time: 0.0002033710479736328
Complete question [2231], time: 6.842613220214844e-05
Complete question [2232], time: 5.245208740234375e-06
Complete question [2233], time: 1.1444091796875e-05
Complete question [2234], time: 2.5272369384765625e-05
Complete question [2235], time: 1.7404556274414062e-05
Complete question [2236], time: 3.0040740966796875e-05
Complete question [2237], time: 7.295608520507812e-05
Complete question [2238], time: 4.139057874679565
Complete question [2239], time: 1.3761684894561768
Complete question [2240], time: 0.00016450881958007812
Complete question [2241], time: 2.765364408493042
Complete question [2242], time: 0.000133514404296875
Complete question [2243], time: 1.4781951904296875e-05
Complete question [2244], time: 0.00013518333435058594
Complete question [2245], time: 4.1257548332214355
Complete question [2246], time: 5.49520468711853
Complete question [2247], time: 1.3721675872802734
Complete question [2248], time: 4.1484832763671875e-05
Complete question [2249], time: 2.737807273864746
Complete question [2250], time: 0.00014972686767578125
Complete question [2251], time: 1.3743360042572021
Complete question [2252], time: 6.532669067382812e-05
Complete question [2253], time: 1.4543533325195312e-05
Complete question [2254], time: 1.2159347534179688e-05
Complete question [2255], time: 1.3676338195800781
Complete question [2256], time: 4.982948303222656e-05
Complete question [2257], time: 1.409428596496582
Complete question [2258], time: 5.078315734863281e-05
Complete question [2259], time: 3.109992504119873
Complete question [2260], time: 8.58306884765625e-06
Complete question [2261], time: 0.00018477439880371094
Complete question [2262], time: 1.3713757991790771
Complete question [2263], time: 4.076957702636719e-05
Complete question [2264], time: 8.344650268554688e-06
Complete question [2265], time: 4.00543212890625e-05
Complete question [2266], time: 1.9550323486328125e-05
Complete question [2267], time: 4.935264587402344e-05
Complete question [2268], time: 6.0558319091796875e-05
Complete question [2269], time: 8.630752563476562e-05
Complete question [2270], time: 0.00011420249938964844
Complete question [2271], time: 3.886222839355469e-05
Complete question [2272], time: 5.125999450683594e-05
Complete question [2273], time: 1.2874603271484375e-05
Complete question [2274], time: 9.632110595703125e-05
Complete question [2275], time: 2.765655517578125e-05
Complete question [2276], time: 2.384185791015625e-06
Complete question [2277], time: 4.1484832763671875e-05
Complete question [2278], time: 1.5974044799804688e-05
Complete question [2279], time: 1.3734025955200195
Complete question [2280], time: 7.271766662597656e-05
Complete question [2281], time: 1.3719658851623535
Complete question [2282], time: 0.00012803077697753906
Complete question [2283], time: 5.435943603515625e-05
Complete question [2284], time: 6.29425048828125e-05
Complete question [2285], time: 3.910064697265625e-05
Complete question [2286], time: 1.3736138343811035
Complete question [2287], time: 1.3554728031158447
Complete question [2288], time: 4.57763671875e-05
Complete question [2289], time: 1.3652279376983643
Complete question [2290], time: 1.3634274005889893
Complete question [2291], time: 3.2901763916015625e-05
Complete question [2292], time: 0.00011324882507324219
Complete question [2293], time: 2.7398252487182617
Complete question [2294], time: 4.76837158203125e-05
Complete question [2295], time: 6.198883056640625e-06
Complete question [2296], time: 2.8848648071289062e-05
Complete question [2297], time: 2.7318880558013916
Complete question [2298], time: 1.36399507522583
Complete question [2299], time: 0.0001971721649169922
Complete question [2300], time: 0.00015211105346679688
Complete question [2301], time: 5.626678466796875e-05
Complete question [2302], time: 1.3739514350891113
Complete question [2303], time: 9.059906005859375e-06
Complete question [2304], time: 6.175041198730469e-05
Complete question [2305], time: 6.341934204101562e-05
Complete question [2306], time: 1.0728836059570312e-05
Complete question [2307], time: 1.3655433654785156
Complete question [2308], time: 2.09808349609375e-05
Complete question [2309], time: 3.814697265625e-06
Complete question [2310], time: 1.3681306838989258
Complete question [2311], time: 0.00020647048950195312
Complete question [2312], time: 0.000186920166015625
Complete question [2313], time: 2.8371810913085938e-05
Complete question [2314], time: 0.00010251998901367188
Complete question [2315], time: 5.793571472167969e-05
Complete question [2316], time: 8.58306884765625e-05
Complete question [2317], time: 2.7362186908721924
Complete question [2318], time: 1.5020370483398438e-05
Complete question [2319], time: 1.3674817085266113
Complete question [2320], time: 6.937980651855469e-05
Complete question [2321], time: 0.00013303756713867188
Complete question [2322], time: 8.0108642578125e-05
Complete question [2323], time: 9.775161743164062e-06
Complete question [2324], time: 1.5735626220703125e-05
Complete question [2325], time: 0.00010156631469726562
Complete question [2326], time: 7.82012939453125e-05
Complete question [2327], time: 3.719329833984375e-05
Complete question [2328], time: 1.0251998901367188e-05
Complete question [2329], time: 1.369391679763794
Complete question [2330], time: 2.7395408153533936
Complete question [2331], time: 8.96453857421875e-05
Complete question [2332], time: 2.4318695068359375e-05
Complete question [2333], time: 1.4066696166992188e-05
Complete question [2334], time: 1.3728609085083008
Complete question [2335], time: 4.315376281738281e-05
Complete question [2336], time: 2.6226043701171875e-06
Complete question [2337], time: 2.0503997802734375e-05
Complete question [2338], time: 1.049041748046875e-05
Complete question [2339], time: 0.00010180473327636719
Complete question [2340], time: 1.8835067749023438e-05
Complete question [2341], time: 9.703636169433594e-05
Complete question [2342], time: 7.867813110351562e-06
Complete question [2343], time: 2.6464462280273438e-05
Complete question [2344], time: 1.1444091796875e-05
Complete question [2345], time: 9.775161743164062e-06
Complete question [2346], time: 1.465559959411621
Complete question [2347], time: 1.3678760528564453
Complete question [2348], time: 7.462501525878906e-05
Complete question [2349], time: 2.7894973754882812e-05
Complete question [2350], time: 2.8848648071289062e-05
Complete question [2351], time: 3.266334533691406e-05
Complete question [2352], time: 6.4373016357421875e-06
Complete question [2353], time: 1.3656575679779053
Complete question [2354], time: 2.732475519180298
Complete question [2355], time: 4.5299530029296875e-05
Complete question [2356], time: 4.76837158203125e-06
Complete question [2357], time: 0.00010609626770019531
Complete question [2358], time: 2.7384002208709717
Complete question [2359], time: 2.7418136596679688e-05
Complete question [2360], time: 1.6927719116210938e-05
Complete question [2361], time: 7.62939453125e-06
Complete question [2362], time: 1.3705048561096191
Complete question [2363], time: 1.3666396141052246
Complete question [2364], time: 0.0001323223114013672
Complete question [2365], time: 6.29425048828125e-05
Complete question [2366], time: 6.961822509765625e-05
Complete question [2367], time: 1.7881393432617188e-05
Complete question [2368], time: 1.3719615936279297
Complete question [2369], time: 6.341934204101562e-05
Complete question [2370], time: 0.00011515617370605469
Complete question [2371], time: 0.00017404556274414062
Complete question [2372], time: 2.744054079055786
Complete question [2373], time: 9.965896606445312e-05
Complete question [2374], time: 6.175041198730469e-05
Complete question [2375], time: 1.368753433227539
Complete question [2376], time: 7.700920104980469e-05
Complete question [2377], time: 4.1120898723602295
Complete question [2378], time: 1.7881393432617188e-05
Complete question [2379], time: 1.3743574619293213
